path,relative_path,kind,bytes,occupancy_class,cl_mig_001_in_scope,notes
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\ACCEPTED\I08,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/ACCEPTED/I08,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\ACCEPTED\I09,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/ACCEPTED/I09,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\ACCEPTED\I10,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/ACCEPTED/I10,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\ACCEPTED\I11,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/ACCEPTED/I11,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\ACCEPTED\I12,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/ACCEPTED/I12,DIR,,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I01_P01_MIRROR_THE-RETURN_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I01_P01_MIRROR_THE-RETURN_FINAL.png,FILE,787744,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I01_P02_MIRROR_THE-TRANSFORMATION-RECORD_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I01_P02_MIRROR_THE-TRANSFORMATION-RECORD_FINAL.png,FILE,933669,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I01_P03_MIRROR_THE-SOCIAL-READING_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I01_P03_MIRROR_THE-SOCIAL-READING_FINAL.png,FILE,842210,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I01_P04_MIRROR_THE-FIRST-LIMIT_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I01_P04_MIRROR_THE-FIRST-LIMIT_FINAL.png,FILE,845032,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I02_P01_REFUSAL_THE-REQUEST-AT-THE-BOUNDARY_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I02_P01_REFUSAL_THE-REQUEST-AT-THE-BOUNDARY_FINAL.png,FILE,1075747,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I02_P02_REFUSAL_THE-DEFEATED-RULE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I02_P02_REFUSAL_THE-DEFEATED-RULE_FINAL.png,FILE,997286,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I02_P03_REFUSAL_WHOSE-RULE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I02_P03_REFUSAL_WHOSE-RULE_FINAL.png,FILE,733044,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I02_P04_REFUSAL_THE-PERMITTED-FORM_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I02_P04_REFUSAL_THE-PERMITTED-FORM_FINAL.png,FILE,782168,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I03_P01_IVORY_ROUGH-THOUGHT_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I03_P01_IVORY_ROUGH-THOUGHT_FINAL.png,FILE,863419,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I03_P02_IVORY_THE-POLISHED-RETURN_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I03_P02_IVORY_THE-POLISHED-RETURN_FINAL.png,FILE,924498,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I03_P03_IVORY_THE-AUTHORITY-OF-FLUENCY_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I03_P03_IVORY_THE-AUTHORITY-OF-FLUENCY_FINAL.png,FILE,757295,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I03_P04_IVORY_BEFORE-THE-SENTENCE-ENDS_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I03_P04_IVORY_BEFORE-THE-SENTENCE-ENDS_FINAL.png,FILE,626756,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I04_P01_ANIMATION_ALMOST-BEFORE-ASKED_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I04_P01_ANIMATION_ALMOST-BEFORE-ASKED_FINAL.png,FILE,883902,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I04_P02_ANIMATION_THE-DOUBLE-HAND_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I04_P02_ANIMATION_THE-DOUBLE-HAND_FINAL.png,FILE,996997,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I04_P03_ANIMATION_CUES-OF-PRESENCE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I04_P03_ANIMATION_CUES-OF-PRESENCE_FINAL.png,FILE,827876,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I04_P04_ANIMATION_THE-MARK-ON-THE-SURFACE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I04_P04_ANIMATION_THE-MARK-ON-THE-SURFACE_FINAL.png,FILE,926398,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I05_P01_CHISEL_THE-FIRST-CUT_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I05_P01_CHISEL_THE-FIRST-CUT_FINAL.png,FILE,828987,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I05_P02_CHISEL_THE-REVISION-SURFACE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I05_P02_CHISEL_THE-REVISION-SURFACE_FINAL.png,FILE,954526,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I05_P03_CHISEL_THE-MANUFACTURED-VOICE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I05_P03_CHISEL_THE-MANUFACTURED-VOICE_FINAL.png,FILE,963987,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I05_P04_CHISEL_COPY-FORWARD_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I05_P04_CHISEL_COPY-FORWARD_FINAL.png,FILE,832412,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I06_P01_SIGNAL_THE-SECOND-INPUT_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I06_P01_SIGNAL_THE-SECOND-INPUT_FINAL.png,FILE,867007,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I06_P02_SIGNAL_THE-REVISION-CHAIN_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I06_P02_SIGNAL_THE-REVISION-CHAIN_FINAL.png,FILE,936355,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I06_P03_SIGNAL_PROVENANCE-UNDER-PRESSURE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I06_P03_SIGNAL_PROVENANCE-UNDER-PRESSURE_FINAL.png,FILE,739867,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I06_P04_SIGNAL_THE-PREPARED-PATH_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I06_P04_SIGNAL_THE-PREPARED-PATH_FINAL.png,FILE,814916,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I07_P01_OBEDIENCE_THE-COMMAND_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I07_P01_OBEDIENCE_THE-COMMAND_FINAL.png,FILE,699283,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I07_P02_OBEDIENCE_THE-PREBUILT-FIELD_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I07_P02_OBEDIENCE_THE-PREBUILT-FIELD_FINAL.png,FILE,1024702,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I07_P03_OBEDIENCE_CONDITIONAL-COMPLIANCE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I07_P03_OBEDIENCE_CONDITIONAL-COMPLIANCE_FINAL.png,FILE,902174,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I07_P04_OBEDIENCE_THE-RETURN_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I07_P04_OBEDIENCE_THE-RETURN_FINAL.png,FILE,831999,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I08_P01_ATTACHMENT_THE-SECOND-VISIT_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I08_P01_ATTACHMENT_THE-SECOND-VISIT_FINAL.png,FILE,876915,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I08_P02_ATTACHMENT_THE-ACCUMULATED-CONTEXT_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I08_P02_ATTACHMENT_THE-ACCUMULATED-CONTEXT_FINAL.png,FILE,928172,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I08_P03_ATTACHMENT_REAL-FEELING-UNEQUAL-RELATION_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I08_P03_ATTACHMENT_REAL-FEELING-UNEQUAL-RELATION_FINAL.png,FILE,1108735,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I08_P04_ATTACHMENT_THE-CONSULTATION-STATION_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I08_P04_ATTACHMENT_THE-CONSULTATION-STATION_FINAL.png,FILE,870285,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I09_P01_ALTAR_THE-ORDINARY-DESK_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I09_P01_ALTAR_THE-ORDINARY-DESK_FINAL.png,FILE,835824,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I09_P02_ALTAR_THE-SENTENCING-REPORT_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I09_P02_ALTAR_THE-SENTENCING-REPORT_FINAL.png,FILE,979497,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I09_P03_ALTAR_AUTHORITY-WITH-LIMITS_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I09_P03_ALTAR_AUTHORITY-WITH-LIMITS_FINAL.png,FILE,733320,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I09_P04_ALTAR_THE-REPORT-SPEAKES_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I09_P04_ALTAR_THE-REPORT-SPEAKES_FINAL.png,FILE,706338,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I10_P01_VENTRILOQUY_THE-PUBLIC-STATEMENT_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I10_P01_VENTRILOQUY_THE-PUBLIC-STATEMENT_FINAL.png,FILE,985701,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I10_P02_VENTRILOQUY_THE-SIGNED-CITATION-PAGE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I10_P02_VENTRILOQUY_THE-SIGNED-CITATION-PAGE_FINAL.png,FILE,838074,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I10_P03_VENTRILOQUY_AUTHORSHIP-WITHOUT-ESCAPE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I10_P03_VENTRILOQUY_AUTHORSHIP-WITHOUT-ESCAPE_FINAL.png,FILE,950621,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I10_P04_VENTRILOQUY_BEHIND-THE-VOICE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I10_P04_VENTRILOQUY_BEHIND-THE-VOICE_FINAL.png,FILE,830742,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I11_P01_EXTRACTION_THE-FRICTIONLESS-ANSWER_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I11_P01_EXTRACTION_THE-FRICTIONLESS-ANSWER_FINAL.png,FILE,688657,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I11_P02_EXTRACTION_THE-ANNOTATION-TASK-LEDGER_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I11_P02_EXTRACTION_THE-ANNOTATION-TASK-LEDGER_FINAL.png,FILE,663644,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I11_P03_EXTRACTION_THE-PLATFORM-BEHIND-THE-MIRROR_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I11_P03_EXTRACTION_THE-PLATFORM-BEHIND-THE-MIRROR_FINAL.png,FILE,945598,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I11_P04_EXTRACTION_THE-SURFACE-GOES-DARK_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I11_P04_EXTRACTION_THE-SURFACE-GOES-DARK_FINAL.png,FILE,683974,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I12_P01_AFTERIMAGE_THE-DARK-SURFACE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I12_P01_AFTERIMAGE_THE-DARK-SURFACE_FINAL.png,FILE,667184,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I12_P02_AFTERIMAGE_THE-EARLIER-FORM_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I12_P02_AFTERIMAGE_THE-EARLIER-FORM_FINAL.png,FILE,810964,PREMIGRATION_OCCUPANCY,NO,
C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\EXPANSION_VOLUMES\CL-EV-001_THE_PYGMALION_MACHINE\04_PRODUCTION_OUTPUTS\FINALS\CL-EV-001_I12_P03_AFTERIMAGE_THE-LATER-NOTE_FINAL.png,EXPANSION_VOLUMES/CL-EV-001_THE_PYGMALION_MACHINE/04_PRODUCTION_OUTPUTS/FINALS/CL-EV-001_I12_P03_AFTERIMAGE_THE-LATER-NOTE_FINAL.png,FILE,1018268,PREMIGRATION_OCCUPANCY,NO,
