path,git_status,classification,likely_originating_phase_or_project,uniqueness,tracked_modified_or_untracked,recommended_disposition,action_currently_authorized,notes
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_GIT_AUTHORIZATION_PACKET.md,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_GIT_CHANGE_SCOPE.csv,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_MIGRATION_CLOSEOUT_REPORT.md,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_OPEN_ITEMS_REGISTER.csv,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_PREFLIGHT.csv,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_PROVENANCE_RECONCILIATION.csv,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_SIDECAR_VERIFICATION.csv,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_SOURCE_DESTINATION_VERIFICATION.csv,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02M_MIGRATION_CLOSEOUT/CL_PHASE_02M_SOURCE_RETENTION_REGISTER.csv,??,LATER_PHASE_MIGRATION_WORK,CL_PHASE_02M later-phase migration control,UNIQUE_BASENAME,untracked,PRESERVE,NO — classify only; no consolidate/commit authorized,"Parallel later-phase lane (MIG-001A/001B/parent materialization/closeout), not accidental replay of closed MIG-001 allowlist."
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_EXTERNAL_BINARY_REFERENCE.schema.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),DUPLICATED_BASENAME_ELSEWHERE (1 other path(s)),untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_EXTERNAL_BINARY_REFERENCE.schema.v1.1.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIGRATION_MANIFEST.schema.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),DUPLICATED_BASENAME_ELSEWHERE (1 other path(s)),untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIGRATION_MANIFEST.schema.v1.1.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIGRATION_MANIFEST.schema.v1.2.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),DUPLICATED_BASENAME_ELSEWHERE (2 other path(s)),untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_CLOSURE/CL_MIG_001_FINAL_CLOSURE_2026-07-13/CL_MIG_001_FINAL_VERIFICATION_AND_CLOSURE_v1.0.json,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 final-closure package re-extract under CL_MIG_001_CLOSURE/,DUPLICATE of committed CL_MIG_001_FINAL_CLOSURE_2026-07-13/,untracked,SUPERSEDE_WITH_RECORD,NO — do not delete/move in this pass,Superseded by committed path CL_PHASE_02_PLANNING/CL_MIG_001_FINAL_CLOSURE_2026-07-13/.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_CLOSURE/CL_MIG_001_FINAL_CLOSURE_2026-07-13/CL_MIG_001_FINAL_VERIFICATION_AND_CLOSURE_v1.0.md,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 final-closure package re-extract under CL_MIG_001_CLOSURE/,DUPLICATE of committed CL_MIG_001_FINAL_CLOSURE_2026-07-13/,untracked,SUPERSEDE_WITH_RECORD,NO — do not delete/move in this pass,Superseded by committed path CL_PHASE_02_PLANNING/CL_MIG_001_FINAL_CLOSURE_2026-07-13/.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_CLOSURE/CL_MIG_001_FINAL_CLOSURE_2026-07-13/SHA256SUMS.txt,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 final-closure package re-extract under CL_MIG_001_CLOSURE/,DUPLICATE of committed CL_MIG_001_FINAL_CLOSURE_2026-07-13/,untracked,SUPERSEDE_WITH_RECORD,NO — do not delete/move in this pass,Superseded by committed path CL_PHASE_02_PLANNING/CL_MIG_001_FINAL_CLOSURE_2026-07-13/.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_COPY_AUTHORIZATION_2026-07-13/CL_MIGRATION_MANIFEST.schema.v1.2.json,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 copy-only execution package extract retained in planning,DUPLICATED vs CL_MIG_001_COMMIT_CONTROL and/or package originals,untracked,SUPERSEDE_WITH_RECORD,NO,Authorized working extract used for copy; not in the 56-path commit allowlist; overlaps commit-control copies.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_COPY_AUTHORIZATION_2026-07-13/CL_MIG_001_COPY_AUTHORIZATION_REQUIREMENTS.json,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 copy-only execution package extract retained in planning,DUPLICATED vs CL_MIG_001_COMMIT_CONTROL and/or package originals,untracked,SUPERSEDE_WITH_RECORD,NO,Authorized working extract used for copy; not in the 56-path commit allowlist; overlaps commit-control copies.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_COPY_AUTHORIZATION_2026-07-13/CL_MIG_001_COPY_ONLY_AUTHORIZATION_RECORD_v1.0.md,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 copy-only execution package extract retained in planning,DUPLICATED vs CL_MIG_001_COMMIT_CONTROL and/or package originals,untracked,SUPERSEDE_WITH_RECORD,NO,Authorized working extract used for copy; not in the 56-path commit allowlist; overlaps commit-control copies.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_COPY_AUTHORIZATION_2026-07-13/CL_MIG_001_CURSOR_COPY_ONLY_EXECUTION_PACKET.md,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 copy-only execution package extract retained in planning,DUPLICATED vs CL_MIG_001_COMMIT_CONTROL and/or package originals,untracked,SUPERSEDE_WITH_RECORD,NO,Authorized working extract used for copy; not in the 56-path commit allowlist; overlaps commit-control copies.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_COPY_AUTHORIZATION_2026-07-13/CL_MIG_001_MIGRATION_MANIFEST_COPY_v1.2.1.json,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 copy-only execution package extract retained in planning,DUPLICATED vs CL_MIG_001_COMMIT_CONTROL and/or package originals,untracked,SUPERSEDE_WITH_RECORD,NO,Authorized working extract used for copy; not in the 56-path commit allowlist; overlaps commit-control copies.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_COPY_AUTHORIZATION_2026-07-13/SHA256SUMS.txt,??,DUPLICATE_EXTRACTION_ARTIFACT,CL-MIG-001 copy-only execution package extract retained in planning,DUPLICATED vs CL_MIG_001_COMMIT_CONTROL and/or package originals,untracked,SUPERSEDE_WITH_RECORD,NO,Authorized working extract used for copy; not in the 56-path commit allowlist; overlaps commit-control copies.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_DESTINATION_OCCUPANCY.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_DESTINATION_OCCUPANCY_v1.2.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_DRY_RUN_READINESS_REPORT.md,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_DUPLICATE_TARGET_RECONCILIATION.md,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_GOVERNANCE_AND_REGISTRIES_PLAN.md,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_GOVERNANCE_AND_REGISTRIES_PLAN_v0.2.md,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_MIGRATION_MANIFEST_DRY_RUN_v1.2.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_MIGRATION_MANIFEST_PLAN.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_MIGRATION_MANIFEST_PLAN_v1.2.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_MISSING_AUTHORITATIVE_SOURCES.md,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_PATH_REFERENCE_BREAKAGE_RISK.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_PATH_REFERENCE_BREAKAGE_RISK_v1.2.json,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_PATH_REFERENCE_HITS.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_PATH_REFERENCE_HITS_v1.2.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_SCHEMA_VALIDATION_REPORT.md,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_SOURCE_RECOVERY_REGISTER.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_ZERO_WRITE_DESTINATION_OCCUPANCY.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_ZERO_WRITE_DRY_RUN_EXCEPTIONS.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_ZERO_WRITE_DRY_RUN_REPORT.md,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_ZERO_WRITE_DRY_RUN_RESULTS.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_MIG_001_ZERO_WRITE_PATH_REFERENCE_HITS.csv,??,SUPERSEDED_CONTROL_PACKET,CL_PHASE_02_PLANNING (pre-closure / 02A–02A3 control),UNIQUE_BASENAME,untracked,SUPERSEDE_WITH_RECORD,NO,Phase 02/02A/02A2/02A3 planning evidence superseded by closed CL-MIG-001 commit and/or later v0.2/v1.2 revisions.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/00_MANIFEST/BUNDLE_MANIFEST.json,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),UNIQUE_BASENAME; many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/00_MANIFEST/README.md,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),DUPLICATED_BASENAME_ELSEWHERE (6 other path(s)); many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/00_MANIFEST/SHA256SUMS.txt,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),DUPLICATED_BASENAME_ELSEWHERE (3 other path(s)); many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/01_GOVERNANCE/CL-OPS-001_Crisis_Liturgies_Role_Separation_and_Execution_Protocol_v1.0.md,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),DUPLICATED_BASENAME_ELSEWHERE (1 other path(s)); many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/01_GOVERNANCE/CL_PHASE_01_A_GOVERNANCE_CROSS_REFERENCE_v1.0.md,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),DUPLICATED_BASENAME_ELSEWHERE (1 other path(s)); many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/02_RELEASE_PROFILES/CCR_CL_003_FINAL_DISPOSITION_ACCEPTED_WITH_PATCHES_2026-07-13.json,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),UNIQUE_BASENAME; many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/02_RELEASE_PROFILES/CCR_CL_003_FINAL_DISPOSITION_ACCEPTED_WITH_PATCHES_2026-07-13.md,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),UNIQUE_BASENAME; many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/02_RELEASE_PROFILES/CL_RELEASE_PROFILE_REGISTRY_v1.0.json,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),DUPLICATED_BASENAME_ELSEWHERE (1 other path(s)); many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/02_RELEASE_PROFILES/CL_RELEASE_PROFILE_REGISTRY_v1.0.md,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),UNIQUE_BASENAME; many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/03_STATE_ROOT_AND_DUPLICATES/CL_COLLECTION_STATE_MAP_v1.0.json,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),DUPLICATED_BASENAME_ELSEWHERE (1 other path(s)); many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/03_STATE_ROOT_AND_DUPLICATES/CL_DUPLICATE_RELATIONSHIP_RECORD.schema.json,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),UNIQUE_BASENAME; many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/03_STATE_ROOT_AND_DUPLICATES/CL_PHASE_01_C_CANONICAL_ROOT_DECISION_MATRIX_v0.1.md,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),UNIQUE_BASENAME; many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/03_STATE_ROOT_AND_DUPLICATES/CL_PHASE_01_C_CANONICAL_ROOT_RATIFICATION_v1.0.json,??,LEGITIMATE_PREEXISTING_WORK,Phase 02A2 portable authority source recovery (retained sources),UNIQUE_BASENAME; many basenames also exist as committed MIG-001 destinations,untracked,PRESERVE,NO — source retirement not authorized,Authorized portable extract retained as source set; mirrors were copied into institutional destinations by CL-MIG-001.
