manifest_record_id,batch_id,source_absolute_path,source_relative_path,source_parent_path,source_filename,source_extension,source_bytes,source_modified_time_utc,source_sha256,source_git_status,record_type,lifecycle_state,program,volume,authority_state,authority_evidence,proposed_target_absolute_path,proposed_target_relative_path,target_parent_path,target_parent_exists,target_exists,target_collision_type,path_length,path_validation_status,external_binary,external_reference_required,rollback_source_reference,rollback_hash,eligibility_status,inclusion_or_exclusion_reason,human_review_required
MFR-0028,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_summarize.py,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,_summarize.py,.py,1151,2026-07-13T14:52:18Z,bb8c7ab3665e9abdb6db02a74fcee220e0408e0d4ee07adccd5c0b9afbf967de,OUTSIDE_REPO,INVENTORY_TOOLING,EVIDENCE_SUPPORT,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\_summarize.py,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/_summarize.py,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,133,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\_summarize.py,bb8c7ab3665e9abdb6db02a74fcee220e0408e0d4ee07adccd5c0b9afbf967de,EXCLUDED_NON_GOVERNANCE,Inventory tooling/logs excluded from MIG-001 governance/registry admit set,NO
MFR-0029,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_COLLECTION_CANDIDATES.json,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_COLLECTION_CANDIDATES.json,.json,63205,2026-07-13T13:12:03Z,38dc8e523454f5f7329a88cbbcfab2b8c3ac90fc60286d5bf7a171520947cba5,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_COLLECTION_CANDIDATES.json,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_COLLECTION_CANDIDATES.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,158,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_COLLECTION_CANDIDATES.json,38dc8e523454f5f7329a88cbbcfab2b8c3ac90fc60286d5bf7a171520947cba5,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0030,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_CONFLICTS.md,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_DISK_CONFLICTS.md,.md,106774,2026-07-13T13:12:03Z,c98f39eaba8cc4e068f6495f80571f5df7fad4fbe2b3d2f6721f802c07f4c319,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_CONFLICTS.md,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_DISK_CONFLICTS.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,149,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_CONFLICTS.md,c98f39eaba8cc4e068f6495f80571f5df7fad4fbe2b3d2f6721f802c07f4c319,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0031,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_INVENTORY_RECEIPT.md,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_DISK_INVENTORY_RECEIPT.md,.md,2162,2026-07-13T13:12:03Z,5fdc8a809bf0a08f40e7223338f655d456c24b9b504cc009570707c1d5a45c5d,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_INVENTORY_RECEIPT.md,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_DISK_INVENTORY_RECEIPT.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,157,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_INVENTORY_RECEIPT.md,5fdc8a809bf0a08f40e7223338f655d456c24b9b504cc009570707c1d5a45c5d,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0032,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_ROOTS.json,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_DISK_ROOTS.json,.json,1814,2026-07-13T13:10:12Z,61c7d9828ce741734575a5d3de12ae108e4302e56e564a3b3053c6cca3969002,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_ROOTS.json,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_DISK_ROOTS.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,147,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DISK_ROOTS.json,61c7d9828ce741734575a5d3de12ae108e4302e56e564a3b3053c6cca3969002,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0033,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DUPLICATE_HASH_GROUPS.json,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_DUPLICATE_HASH_GROUPS.json,.json,1056586,2026-07-13T13:10:12Z,aabb93fc9ecaf2308cc6ce36c73e6f622ea271ca1a6eb4f54f4ae242d7fac560,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DUPLICATE_HASH_GROUPS.json,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_DUPLICATE_HASH_GROUPS.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,158,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_DUPLICATE_HASH_GROUPS.json,aabb93fc9ecaf2308cc6ce36c73e6f622ea271ca1a6eb4f54f4ae242d7fac560,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0034,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_FILE_INVENTORY.csv,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_FILE_INVENTORY.csv,.csv,2666813,2026-07-13T13:10:12Z,5489fd9e88343b99fbb0bf345752a8dca3829ea6e0518d0c67dd346ae26a7ea5,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_FILE_INVENTORY.csv,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_FILE_INVENTORY.csv,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,150,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_FILE_INVENTORY.csv,5489fd9e88343b99fbb0bf345752a8dca3829ea6e0518d0c67dd346ae26a7ea5,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0035,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_KNOWN_CHECKSUM_TESTS.json,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_KNOWN_CHECKSUM_TESTS.json,.json,2033,2026-07-13T13:10:13Z,7bccb553881b2c04bda28b06ffdf922c05eb78f5f3ce8c70903875306af064c5,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_KNOWN_CHECKSUM_TESTS.json,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_KNOWN_CHECKSUM_TESTS.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,157,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_KNOWN_CHECKSUM_TESTS.json,7bccb553881b2c04bda28b06ffdf922c05eb78f5f3ce8c70903875306af064c5,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0036,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_PACKAGE_MANIFEST.json,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_PACKAGE_MANIFEST.json,.json,3711,2026-07-13T13:47:55Z,f0e7e787ad3f724131d5690fde8dad326bd4cdb631d2d9555205c33d80af3eec,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_PACKAGE_MANIFEST.json,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_PACKAGE_MANIFEST.json,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,153,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_PACKAGE_MANIFEST.json,f0e7e787ad3f724131d5690fde8dad326bd4cdb631d2d9555205c33d80af3eec,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0037,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_POST_CORRECTION_RECEIPT.md,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,CL_PHASE_00_POST_CORRECTION_RECEIPT.md,.md,2199,2026-07-13T13:47:55Z,e37cc6bc2c1f30fedff03c0fc9c45456f589c1077083cc4f84f44a2f919dab08,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_POST_CORRECTION_RECEIPT.md,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/CL_PHASE_00_POST_CORRECTION_RECEIPT.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,158,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\CL_PHASE_00_POST_CORRECTION_RECEIPT.md,e37cc6bc2c1f30fedff03c0fc9c45456f589c1077083cc4f84f44a2f919dab08,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0038,CL-MIG-001,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\SHA256SUMS.txt,,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713,SHA256SUMS.txt,.txt,818,2026-07-13T13:47:55Z,9d417e76e990e5596162aba39d86b7ed3ba208c5723995a46a9efd4dbe484003,OUTSIDE_REPO,EVIDENCE_REFERENCE_CANDIDATE,EVIDENCE,CRISIS_LITURGIES,,DRIVE_EVIDENCE,MAP-002 prefers references + checksums; full CSV may stay on Drive,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713\SHA256SUMS.txt,CRISIS_LITURGIES/12_ARCHIVE/provenance/CL_PHASE_00_DISK_INVENTORY_20260713/SHA256SUMS.txt,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\12_ARCHIVE\provenance\CL_PHASE_00_DISK_INVENTORY_20260713,NO,NO,NONE,134,OK,NO,YES,C:\Users\steve\My Drive\The Gradient\00_PROJECT_CONTROL\CL_PHASE_00_DISK_INVENTORY_20260713\SHA256SUMS.txt,9d417e76e990e5596162aba39d86b7ed3ba208c5723995a46a9efd4dbe484003,EXCLUDED_LIFECYCLE,MAP-002 WRITE_EXTERNAL_REFERENCE_ONLY — not a file copy into namespace for MIG-001; reference records must be authored separately,NO
MFR-0039,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_CHACHIPTI_CORRECTIVE_LANE_PROTOCOL.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/CL_CHACHIPTI_CORRECTIVE_LANE_PROTOCOL.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE,CL_CHACHIPTI_CORRECTIVE_LANE_PROTOCOL.md,.md,7948,2026-07-13T14:52:18Z,32102c2022839b1f0632a7277e29cbd3f9aa7fea730c315469c43e7e600d28f4,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\CL_CHACHIPTI_CORRECTIVE_LANE_PROTOCOL.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/CL_CHACHIPTI_CORRECTIVE_LANE_PROTOCOL.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,144,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_CHACHIPTI_CORRECTIVE_LANE_PROTOCOL.md,32102c2022839b1f0632a7277e29cbd3f9aa7fea730c315469c43e7e600d28f4,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
MFR-0040,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_CHACHIPTI_ENGINE_CONTRACTS.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/CL_CHACHIPTI_ENGINE_CONTRACTS.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE,CL_CHACHIPTI_ENGINE_CONTRACTS.md,.md,1217,2026-07-13T14:52:18Z,6c73d5095b037cd7449eae2c511dc7462e7ed0131174d5ee159e7767579c8d2f,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\CL_CHACHIPTI_ENGINE_CONTRACTS.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/CL_CHACHIPTI_ENGINE_CONTRACTS.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,136,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_CHACHIPTI_ENGINE_CONTRACTS.md,6c73d5095b037cd7449eae2c511dc7462e7ed0131174d5ee159e7767579c8d2f,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
MFR-0041,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_CHACHIPTI_MASTER_HANDOFF.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/CL_CHACHIPTI_MASTER_HANDOFF.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE,CL_CHACHIPTI_MASTER_HANDOFF.md,.md,24101,2026-07-13T14:52:18Z,309db975d2cde41a881b6747769cbf430ec02f932d962a8d47f72555f5b395b8,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\CL_CHACHIPTI_MASTER_HANDOFF.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/CL_CHACHIPTI_MASTER_HANDOFF.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,134,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_CHACHIPTI_MASTER_HANDOFF.md,309db975d2cde41a881b6747769cbf430ec02f932d962a8d47f72555f5b395b8,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
MFR-0042,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_CURSOR_PACKET_EMIT_SPEC.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/CL_CURSOR_PACKET_EMIT_SPEC.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE,CL_CURSOR_PACKET_EMIT_SPEC.md,.md,5146,2026-07-13T14:52:18Z,b74d97e9073414e295405d0daff54ed5d31d39ae3d0fbcbc015194a12d7fa81a,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\CL_CURSOR_PACKET_EMIT_SPEC.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/CL_CURSOR_PACKET_EMIT_SPEC.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,133,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_CURSOR_PACKET_EMIT_SPEC.md,b74d97e9073414e295405d0daff54ed5d31d39ae3d0fbcbc015194a12d7fa81a,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
MFR-0043,CL-MIG-001,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_SERIES_STATUS_MAP.md,CRISIS_LITURGIES/00_CHACHIPTI_PRODUCTION_LANE/CL_SERIES_STATUS_MAP.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE,CL_SERIES_STATUS_MAP.md,.md,7851,2026-07-13T14:52:18Z,afb29ffbbea39d09b28043fa477c78adffec13974082c502d0faf6e12211b8b3,PORCELAIN:??,CHACHIPTI_PACKET_COMPONENT,PREMIGRATION_OCCUPANCY,CRISIS_LITURGIES,,CANDIDATE_UNCLASSIFIED,MAP-003 CLASSIFY_THEN_COPY; Q-001 governance claims vs standards admit unresolved per file,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims\CL_SERIES_STATUS_MAP.md,CRISIS_LITURGIES/90_QUARANTINE/chachipti_governance_claims/CL_SERIES_STATUS_MAP.md,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\90_QUARANTINE\chachipti_governance_claims,NO,NO,NONE,127,OK,NO,NO,C:\Users\steve\Projects\gradient-institution\CRISIS_LITURGIES\00_CHACHIPTI_PRODUCTION_LANE\CL_SERIES_STATUS_MAP.md,afb29ffbbea39d09b28043fa477c78adffec13974082c502d0faf6e12211b8b3,EXCLUDED_AUTHORITY_UNRESOLVED,Chachipti component not yet classified into quarantine vs 02_PRODUCTION_STANDARDS vs 13_HANDOFFS,NO
