verification_record_id,repository_relative_path,authorized,staged,staged_status,allowlist_status,set_match
VRF-02N-0111,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/04_PHASE_CLOSURES/CL_PHASE_01_AUTHORITY_PROFILE_ROOT_RECONCILIATION_CHARTER_2026-07-13.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0112,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/04_PHASE_CLOSURES/CL_PHASE_01_F_DEATH_BIT_PROFILE_DEFERRAL_v1.0.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0113,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/04_PHASE_CLOSURES/CL_PHASE_01_FINAL_CLOSURE_RECORD_v1.0.json,YES,NO,NOT_STAGED,??,NO
VRF-02N-0114,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/04_PHASE_CLOSURES/CL_PHASE_01_FINAL_CLOSURE_RECORD_v1.0.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0115,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/04_PHASE_CLOSURES/CL_PHASE_02_CURSOR_MIGRATION_PLANNING_PACKET.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0116,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/04_PHASE_CLOSURES/CL_PHASE_02_NON_DESTRUCTIVE_MIGRATION_PLANNING_CHARTER_v1.0.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0117,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_01_PORTABLE_AUTHORITY_SOURCES_2026-07-13/05_EVIDENCE_REFERENCES/CL_PHASE_00_DISK_INVENTORY_EXTERNAL_REF.json,YES,NO,NOT_STAGED,??,NO
VRF-02N-0118,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_COLLISION_REPORT.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0119,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_COLLISION_REPORT_v0.2.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0120,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_PATH_REFERENCE_SCAN_PLAN.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0121,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_PATH_REFERENCE_SCAN_PLAN_v0.2.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0122,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_PLANNING_RECEIPT.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0123,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_PREEXISTING_PLANNING_AUTHORITY_LEDGER.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0124,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_ROLLBACK_PLAN.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0125,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_ROLLBACK_PLAN_v0.2.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0126,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_SOURCE_TO_TARGET_MAP.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0127,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_SOURCE_TO_TARGET_MAP_v0.2.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0128,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_TARGET_NAMESPACE_BLUEPRINT.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0129,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_TARGET_NAMESPACE_BLUEPRINT_v0.2.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0130,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_TARGET_NAMESPACE_TREE.txt,YES,NO,NOT_STAGED,??,NO
VRF-02N-0131,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02_TARGET_NAMESPACE_TREE_v0.2.txt,YES,NO,NOT_STAGED,??,NO
VRF-02N-0132,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02A_PATCH_RECEIPT.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0133,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02A2_SOURCE_RECOVERY_RECEIPT.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0134,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/CL_PHASE_02A3_EXECUTION_RECEIPT.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0135,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/SHA256SUMS_CL_MIG_001_EXECUTION.txt,YES,NO,NOT_STAGED,UNTRACKED_UNDER_PARENT,NO
VRF-02N-0136,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/SHA256SUMS_PHASE_02A.txt,YES,NO,NOT_STAGED,??,NO
VRF-02N-0137,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/SHA256SUMS_PHASE_02A2.txt,YES,NO,NOT_STAGED,??,NO
VRF-02N-0138,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02_PLANNING/SHA256SUMS_PHASE_02A3.txt,YES,NO,NOT_STAGED,??,NO
VRF-02N-0139,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_MIG_001_AUTHORITY_EXCEPTION_LEDGER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0140,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_MIG_001_BATCH_SCOPE.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0141,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_MIG_001_COLLISION_MATRIX.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0142,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_MIG_001_FILE_LEVEL_MANIFEST.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0143,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_MIG_001_ROLLBACK_VALIDATION.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0144,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_MIG_001_ZERO_WRITE_DRY_RUN.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0145,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_PHASE_02B_ARTIFACT_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0146,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_PHASE_02B_DESTINATION_OCCUPANCY.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0147,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_PHASE_02B_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0148,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02B_PLANNING_QC/CL_PHASE_02B_PLANNING_PACKET_QC.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0149,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_MIG_001A_PROGRAM_GOVERNANCE_SCOPE.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0150,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_MIG_001B_BUILDER_SCHEMA_SCOPE.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0151,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0152,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_EXTERNAL_BINARY_REFERENCE_SCHEMA.json,YES,NO,NOT_STAGED,??,NO
VRF-02N-0153,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_MIGRATION_MANIFEST_SCHEMA.json,YES,NO,NOT_STAGED,??,NO
VRF-02N-0154,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_NON_DESTRUCTIVE_ROLLBACK_DOCTRINE.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0155,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_RATIFICATION_DECISION_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0156,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_REPAIR_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0157,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_REVISED_PROGRAM_TOPOLOGY.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0158,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_REVISED_SOURCE_TARGET_MAP.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0159,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02C_PLANNING_REPAIR/CL_PHASE_02C_REVISED_TOPOLOGY_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0160,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02D_RATIFICATION_AND_PARENT_PLAN/CL_PHASE_02D_CHACHIPTI_CLASSIFICATION_QUEUE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0161,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02D_RATIFICATION_AND_PARENT_PLAN/CL_PHASE_02D_DESTINATION_PARENT_MANIFEST.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0162,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02D_RATIFICATION_AND_PARENT_PLAN/CL_PHASE_02D_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0163,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02D_RATIFICATION_AND_PARENT_PLAN/CL_PHASE_02D_HUMAN_RATIFICATION_RECORD.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0164,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02D_RATIFICATION_AND_PARENT_PLAN/CL_PHASE_02D_OPEN_AUTHORITY_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0165,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02D_RATIFICATION_AND_PARENT_PLAN/CL_PHASE_02D_PARENT_OCCUPANCY_VERIFICATION.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0166,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02D_RATIFICATION_AND_PARENT_PLAN/CL_PHASE_02D_RATIFICATION_DECISION_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0167,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0168,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_EXISTING_PARENT_COMPATIBILITY.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0169,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_HUMAN_AUTHORIZATION_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0170,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_MATERIALIZATION_PRECHECK.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0171,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_MINIMAL_MATERIALIZATION_SET.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0172,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_PARENT_CREATION_SEQUENCE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0173,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_PARENT_NECESSITY_ANALYSIS.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0174,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_PARENT_VERIFICATION_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0175,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02E_PARENT_AUTHORIZATION_REVIEW/CL_PHASE_02E_REVIEW_REPORT.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0176,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02F_PARENT_MATERIALIZATION/CL_PHASE_02F_AFTER_STATE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0177,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02F_PARENT_MATERIALIZATION/CL_PHASE_02F_AUTHORIZATION_RECORD.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0178,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02F_PARENT_MATERIALIZATION/CL_PHASE_02F_BEFORE_STATE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0179,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02F_PARENT_MATERIALIZATION/CL_PHASE_02F_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0180,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02F_PARENT_MATERIALIZATION/CL_PHASE_02F_MATERIALIZATION_RECEIPT.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0181,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_CL_MIG_001A_REVIEW.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0182,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_CL_MIG_001B_REVIEW.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0183,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_COLLISION_RECHECK.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0184,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_COPY_AUTHORIZATION_PACKETS.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0185,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_CURRENT_CANDIDATE_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0186,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_EXECUTION_MANIFEST_CANDIDATE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0187,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0188,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_PREFLIGHT_AND_PARENT_VERIFICATION.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0189,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_ROLLBACK_RECHECK.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0190,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02G_POST_MATERIALIZATION_DRY_RUN/CL_PHASE_02G_ZERO_WRITE_DRY_RUN.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0191,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02H_FILE_AUTHORITY_ADJUDICATION/CL_PHASE_02H_AUTHORITY_DISPOSITION_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0192,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02H_FILE_AUTHORITY_ADJUDICATION/CL_PHASE_02H_AUTHORITY_LANGUAGE_EXCEPTIONS.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0193,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02H_FILE_AUTHORITY_ADJUDICATION/CL_PHASE_02H_CONTENT_PROVENANCE_REVIEW.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0194,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02H_FILE_AUTHORITY_ADJUDICATION/CL_PHASE_02H_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0195,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02H_FILE_AUTHORITY_ADJUDICATION/CL_PHASE_02H_FILE_AUTHORITY_DOCKET.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0196,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02H_FILE_AUTHORITY_ADJUDICATION/CL_PHASE_02H_FILE_RATIFICATION_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0197,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02H_FILE_AUTHORITY_ADJUDICATION/CL_PHASE_02H_PREFLIGHT.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0198,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02H_FILE_AUTHORITY_ADJUDICATION/CL_PHASE_02H_RATIFICATION_SUMMARY.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0199,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_CL_MIG_001A_COPY_AUTHORIZATION_PACKET.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0200,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_CL_MIG_001B_COPY_AUTHORIZATION_PACKET.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0201,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_DESTINATION_AND_LABEL_PLAN.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0202,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_EXECUTION_MANIFEST_CANDIDATE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0203,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0204,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_HUMAN_RATIFICATION_RECORD.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0205,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_RATIFIED_FILE_AUTHORITY_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0206,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_SOURCE_REVERIFICATION.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0207,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02I_AUTHORITY_RATIFICATION_AND_COPY_PREFLIGHT/CL_PHASE_02I_ZERO_WRITE_COPY_PREFLIGHT.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0208,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_ADMISSION_SIDECAR_PAYLOADS.jsonl,YES,NO,NOT_STAGED,??,NO
VRF-02N-0209,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_ADMISSION_SIDECAR_SPECIFICATION.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0210,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_CL_MIG_001A_FINAL_AUTHORIZATION_PACKET.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0211,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_CL_MIG_001B_FINAL_AUTHORIZATION_PACKET.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0212,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_COMPLETE_BUNDLE_DRY_RUN.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0213,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_COMPLETE_DESTINATION_ARTIFACT_REGISTER.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0214,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_CREATION_SEQUENCE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0215,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0216,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_PREFLIGHT.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0217,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_ROLLBACK_BUNDLE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0218,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_SIDECAR_COLLISION_CHECK.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0219,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02J_COMPLETE_EXECUTION_BUNDLE/CL_PHASE_02J_SOURCE_REVERIFICATION.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0220,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02K_CL_MIG_001B_EXECUTION/CL_PHASE_02K_AFTER_STATE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0221,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02K_CL_MIG_001B_EXECUTION/CL_PHASE_02K_BEFORE_STATE.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0222,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02K_CL_MIG_001B_EXECUTION/CL_PHASE_02K_COPY_RECEIPT.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0223,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02K_CL_MIG_001B_EXECUTION/CL_PHASE_02K_EXECUTION_RECEIPT.yaml,YES,NO,NOT_STAGED,??,NO
VRF-02N-0224,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02K_CL_MIG_001B_EXECUTION/CL_PHASE_02K_HUMAN_COPY_AUTHORIZATION_RECORD.md,YES,NO,NOT_STAGED,??,NO
VRF-02N-0225,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02K_CL_MIG_001B_EXECUTION/CL_PHASE_02K_PREFLIGHT.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0226,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02K_CL_MIG_001B_EXECUTION/CL_PHASE_02K_SCHEMA_VALIDATION.csv,YES,NO,NOT_STAGED,??,NO
VRF-02N-0227,CRISIS_LITURGIES/00_PROJECT_CONTROL/CL_PHASE_02L_CL_MIG_001A_EXECUTION/CL_PHASE_02L_AFTER_STATE.csv,YES,NO,NOT_STAGED,??,NO
